Business_name,Username,Review Date,Visit Date,Review Title,Review Text,Rating
JOIN Juice Bars,"alyx22
Phoenix, Arizona","August 17, 2017",August 2017,Super refreshing,"Came here after stuffing my face with gyro and ice cream. I wanted something that would help me digest and also refresh me. I had the Don Corleone ehich had apple, pineapple, ginger and spearmint. It was so nice and super tasty. Everything was really fresh and made to order. It definitely helped my stomache feel better and I would recommend this place for any time of the day. They had so many different options and they even serve nice healthy sandwiches.",5.0
JOIN Juice Bars,Aviya U,"August 12, 2017",August 2017,Yummy.,"Juices from fresh fruits, and many things to choose from. I went for the peanut butter smoothie which was excellent. It is a great refresher and would definitely recommend giving it a try while walking down the promenade.",5.0
JOIN Juice Bars,Raqalex,"July 27, 2017",July 2017,Great chill out place and healthy choices,Great place to chill that overlooks the waters. Lots of healthy drink and food selection though the focus is mainly on drinks. They have sandwiches and salads for those who need something more. Good wifi too. Nice staff!,5.0
JOIN Juice Bars,fifi250,"July 21, 2017",July 2017,Amazing range of healthy treats to eat,"We found this fabulous place on the seafront and returned just two nights later. It serves the most delicious salads, sandwiches and juices and there was a good range of vegetarian choices too. It was a wonderful 'find' and we certainly recommend a visit here.",5.0
JOIN Juice Bars,Doris C,"July 16, 2017",July 2017,What a treat,"This was downstairs from our family's house and how lucky were we! Just divine inspired juice bar plus great paninis and salads. Fantastic prices, great helpful service, and beautiful interiors plus nice sidewalk seating. No smoking enforced!",5.0
JOIN Juice Bars,"itsgeorgelith
Thessaloniki, Greece","May 22, 2017",May 2017,Cool drinks !,"We were sitting outside with my friends. Got amazing juices and smoothies from this place !
We wanted to stay and talk although that was kinda difficult cause there were cars passing by the place and sometimes it was really hard to hear.
If we stayed inside I believe it would be better but there was no room at that moment for more than 4 people inside the store.
Will totally visit again!",5.0
JOIN Juice Bars,tvo_kid,"May 20, 2017",May 2017,refreshing,Had a large classic juice for only 3€. It tasted fresh and my order came quickly. The place offers seats as well as multiple outlets for your devices. The location is right on the strip along the boardwalk. I didn't get food here though.,4.0
JOIN Juice Bars,lalilamu,"April 28, 2017",April 2017,excellent,"good food for a good price. Th juices are fantastic, fresh, homemade. The food is good. Nice place to sit",5.0
JOIN Juice Bars,Владимир П,"April 11, 2017",December 2016,Must drink here!,"Super place with fresh juices. Beautiful interior, excellent service and a very large selection of juices! Excellent location - the doors overlook the embankment. Always fresh air!",5.0
JOIN Juice Bars,yannis991,"December 30, 2016",December 2016,Healthy stop after a walk,"Wide range of juices for any taste, nice music and great for working environment. The elixir juice was awesome!",5.0
JOIN Juice Bars,tinaNtravel,"November 4, 2016",October 2016,"Juice, smoothies, tea and sandwiches across from the White Tower",The Juice Bar that we visited is almost across the street from the White Tower. It reminds me of Jamba Juice in California. There are a wide variety of juices and smoothies as well as lunch items. The juice smoothies are very good.,5.0
JOIN Juice Bars,dosdemayo,"October 14, 2016",October 2016,freshness overload,"They serve the best coffee I have tried in this city. Plus great variety of fresh yogurts, fruit salads and some delicious herbal teas and the staff is quite agreable too",5.0
JOIN Juice Bars,677dimitrism,"August 26, 2016",August 2016,Healthy Drinks,"Nice juice bar, large selection of fruits, smoothies, sandwiches. Cool atmosphere, strict no-smoking. Staff are attentive and friendly.",5.0
JOIN Juice Bars,"Dirk D
New Braunfels, Texas","August 23, 2016",August 2016,Nice juice bar.,"We were happy to see this juice bar. Nice selection for the most part, but like most juice bars we come across there were no vegetable-only options. Even on the build-your-own option you have to include apple or orange. And only some of the ingredients are juiced. Some are blended. At least they had some vegetables though. If they had an all-green vegetable option that was all juiced I would have given them five stars. Still a lot better than most juice bars we come across though, which mostly only offer fruit juices.",4.0
JOIN Juice Bars,Dejan V,"August 4, 2016",August 2016,Nice,"Nice chillout from crazy thessaloniki streets...Great variety,choice,service,I eould recommend this place",5.0
JOIN Juice Bars,"405xeniap
Thessaloniki Region, Greece","April 18, 2016",April 2016,Cool place!,"Superb juices in a non-smoking environment! Employers are very kind and helpful, ingredients used are always fresh. A very relaxing place to sit and enjoy your coffee/juice. My personal favourite is the D-Tox juice, but there is a very long list of options! Would definitely go again!",5.0
JOIN Juice Bars,"janwH3854JF
Mountain View, California","April 18, 2016",April 2016,Wish we had this in our town!!,"Perfection!!! We loved everything about Join the Juice! We travelled with a Gluten-free member of our party and this was the only place in Thessaloniki that we could find that offered gluten-free sandwiches. The menu was extensive for juices, sandwiches, salads and more! Our lunch meal was raved about by every person! The quality of ingredients was top notch. Pricing is good and the location was fantastic!",5.0
JOIN Juice Bars,"Peri_Kourakli
Thessaloniki, Greece","April 16, 2016",April 2016,Quality - non smoking - baby friendly,"You can enjoy unique,healthy and tasty sth (snack, joices, milkshakes, coffee, desert, etc) in an cozy NON SMOKING environment. It remind me a lot of places in other European cities (eg. Brussels, Paris, London, Stockholm...).

It's also friendly for babys and breastfeeding.
Although there isn't a change diaper designated place, you can use the sofas.",5.0
JOIN Juice Bars,fifi250,"July 21, 2017",July 2017,Amazing range of healthy treats to eat,"We found this fabulous place on the seafront and returned just two nights later. It serves the most delicious salads, sandwiches and juices and there was a good range of vegetarian choices too. It was a wonderful 'find' and we certainly recommend a visit here.",5.0
JOIN Juice Bars,Doris C,"July 16, 2017",July 2017,What a treat,"This was downstairs from our family's house and how lucky were we! Just divine inspired juice bar plus great paninis and salads. Fantastic prices, great helpful service, and beautiful interiors plus nice sidewalk seating. No smoking enforced!",5.0
JOIN Juice Bars,"itsgeorgelith
Thessaloniki, Greece","May 22, 2017",May 2017,Cool drinks !,"We were sitting outside with my friends. Got amazing juices and smoothies from this place !
We wanted to stay and talk although that was kinda difficult cause there were cars passing by the place and sometimes it was really hard to hear.
If we stayed inside I believe it would be better but there was no room at that moment for more than 4 people inside the store.
Will totally visit again!",5.0
JOIN Juice Bars,tvo_kid,"May 20, 2017",May 2017,refreshing,Had a large classic juice for only 3€. It tasted fresh and my order came quickly. The place offers seats as well as multiple outlets for your devices. The location is right on the strip along the boardwalk. I didn't get food here though.,4.0
JOIN Juice Bars,lalilamu,"April 28, 2017",April 2017,excellent,"good food for a good price. Th juices are fantastic, fresh, homemade. The food is good. Nice place to sit",5.0
JOIN Juice Bars,Владимир П,"April 11, 2017",December 2016,Must drink here!,"Super place with fresh juices. Beautiful interior, excellent service and a very large selection of juices! Excellent location - the doors overlook the embankment. Always fresh air!",5.0
JOIN Juice Bars,yannis991,"December 30, 2016",December 2016,Healthy stop after a walk,"Wide range of juices for any taste, nice music and great for working environment. The elixir juice was awesome!",5.0
JOIN Juice Bars,tinaNtravel,"November 4, 2016",October 2016,"Juice, smoothies, tea and sandwiches across from the White Tower",The Juice Bar that we visited is almost across the street from the White Tower. It reminds me of Jamba Juice in California. There are a wide variety of juices and smoothies as well as lunch items. The juice smoothies are very good.,5.0
JOIN Juice Bars,dosdemayo,"October 14, 2016",October 2016,freshness overload,"They serve the best coffee I have tried in this city. Plus great variety of fresh yogurts, fruit salads and some delicious herbal teas and the staff is quite agreable too",5.0
JOIN Juice Bars,677dimitrism,"August 26, 2016",August 2016,Healthy Drinks,"Nice juice bar, large selection of fruits, smoothies, sandwiches. Cool atmosphere, strict no-smoking. Staff are attentive and friendly.",5.0
JOIN Juice Bars,"Dirk D
New Braunfels, Texas","August 23, 2016",August 2016,Nice juice bar.,"We were happy to see this juice bar. Nice selection for the most part, but like most juice bars we come across there were no vegetable-only options. Even on the build-your-own option you have to include apple or orange. And only some of the ingredients are juiced. Some are blended. At least they had some vegetables though. If they had an all-green vegetable option that was all juiced I would have given them five stars. Still a lot better than most juice bars we come across though, which mostly only offer fruit juices.",4.0
JOIN Juice Bars,Dejan V,"August 4, 2016",August 2016,Nice,"Nice chillout from crazy thessaloniki streets...Great variety,choice,service,I eould recommend this place",5.0
JOIN Juice Bars,"405xeniap
Thessaloniki Region, Greece","April 18, 2016",April 2016,Cool place!,"Superb juices in a non-smoking environment! Employers are very kind and helpful, ingredients used are always fresh. A very relaxing place to sit and enjoy your coffee/juice. My personal favourite is the D-Tox juice, but there is a very long list of options! Would definitely go again!",5.0
JOIN Juice Bars,"janwH3854JF
Mountain View, California","April 18, 2016",April 2016,Wish we had this in our town!!,"Perfection!!! We loved everything about Join the Juice! We travelled with a Gluten-free member of our party and this was the only place in Thessaloniki that we could find that offered gluten-free sandwiches. The menu was extensive for juices, sandwiches, salads and more! Our lunch meal was raved about by every person! The quality of ingredients was top notch. Pricing is good and the location was fantastic!",5.0
JOIN Juice Bars,"Peri_Kourakli
Thessaloniki, Greece","April 16, 2016",April 2016,Quality - non smoking - baby friendly,"You can enjoy unique,healthy and tasty sth (snack, joices, milkshakes, coffee, desert, etc) in an cozy NON SMOKING environment. It remind me a lot of places in other European cities (eg. Brussels, Paris, London, Stockholm...).

It's also friendly for babys and breastfeeding.
Although there isn't a change diaper designated place, you can use the sofas.",5.0
JOIN Juice Bars,thanos o,"January 14, 2016",January 2016,Just great.,Freshly squeezed fruit and vegetable juices in a wonderful environment. The prices are reasonable and the staff is very helpful and friendly.,5.0
JOIN Juice Bars,"Santwno
Thessaloniki, Greece","October 16, 2015",October 2015,Unique of its kind!,"A special place for someone wishing to have a freshly made juice, salad, greek yogurt or coffe. Completely smoke-free, pet friendly and really child friendly. Reasonable prices for the juices (3 euros for the large cup) and really cheap for the coffee (2 euros for a capuccino!). Nice decoration in an urban, industrial style with a mix of cozy sofas.
Really recommended!",5.0
JOIN Juice Bars,thanos o,"January 14, 2016",January 2016,Just great.,Freshly squeezed fruit and vegetable juices in a wonderful environment. The prices are reasonable and the staff is very helpful and friendly.,5.0
JOIN Juice Bars,"Santwno
Thessaloniki, Greece","October 16, 2015",October 2015,Unique of its kind!,"A special place for someone wishing to have a freshly made juice, salad, greek yogurt or coffe. Completely smoke-free, pet friendly and really child friendly. Reasonable prices for the juices (3 euros for the large cup) and really cheap for the coffee (2 euros for a capuccino!). Nice decoration in an urban, industrial style with a mix of cozy sofas.
Really recommended!",5.0
The Pub,emliagkou,"November 24, 2022",November 2022,The best pub in town!!,"The most wonderful rock bar in Greece with the best barmen🧨🧨🧨🧨🍺🍺🍺🍺🍺 Nice people,beautiful atmosphere and many more…….surprises 🍺🍺🍺💕💕💕💕",5.0
The Pub,LenaN853,"October 5, 2022",October 2022,🔝,"Best place , top music , cold beer , nicest people. In heart of Thessaloniki and in my heart also. 💙",5.0
The Pub,Yiorgos A,"September 24, 2022",September 2022,Excellent service,"Good selection of beer, very friendly staff, excellent food, very good prices, I visit every time I come to Thessaloniki, do I need to say more..",5.0
The Pub,johnbrum,"November 7, 2021",November 2021,An ok place,ok place decor inside was good we enjoyed our Grimbergen beer but it was not served in a nice proper glass just a standard pint glass as found in UK rock music is played service was ok,3.0
The Pub,Jonathanepstein73,"October 14, 2020",September 2020,Rock rock rock again !!,Best rock bar in town!!!! Music awesome!! Barman knew his business ! Good drinks cold beer and perfect atmosphere! What else for a pefect night !!,5.0
The Pub,MoiraP55,"September 6, 2019",August 2019,Good beer for a hot day,Really good variety of beers on tap and bottled from all over. Not much choice for other types of drinks- wine is available but a very basic choice- however the ambiance and great beer is really what the punters are here for.,4.0
The Pub,gregor730,"June 28, 2019",June 2019,Unique place with great variety of beer!,A big variety of beers and great snacking choices to accompany the beer selection! Friendly staff and lots of great services!,5.0
The Pub,"David H
Greater Sydney, Australia","May 29, 2019",May 2019,What a great find,"It is not a pub that many would relate to.

It is a unique place located in a quant side street specialising in beer, spirits & cocktails at vary reasonable prices.

Yes if you want wine they they have a red, white & sweet white at 4 euro a glass & I mean a full glass.

They also give you a bowl of popcorn or peanuts with your drink.

The owner & staff are very friendly, Kostas will go out of his way to help you & makes you welcome, as they all will.

They do not specialise in food but have a few shacks if you are feeling hungry.

Do yourself a favour if yo are looking for a drink & chat at good prices, take the time to look them up.

Love the inside, small & interesting.",5.0
The Pub,nikosk952,"December 17, 2018",December 2018,"Very nice place. !BUT! it's a beer house, not a pub.","Very nice place, the service is very good, quick and kind. There are some good beers and great music. The only thing is that ""THE PUB"" is not a Pub...It's more like a beer house.",4.0
The Pub,338thanasism,"November 5, 2018",December 2017,"Great BEERS, fresh POPCORN","Great beer variety, crisp sounding rock, fresh popcorn !!! Great atmosphere, great service. Luv the decor.",5.0
The Pub,Afroditoulini,"October 13, 2018",October 2018,Typical European Pub,"It's a real pub, with a wide selection of beers and a unique interior. Always rock tunes playing in the background and the owners are simply the best.",5.0
The Pub,andkapa,"May 5, 2018",May 2018,A great pub,"Great location, worthy of visiting. The atmosphere of The Pub met our expectations and the music was excellent as well. Overall, The Pub is a perfect choice for anyone wishing to enjoy rock music and beer.",5.0
The Pub,Avitalp3,"March 26, 2018",March 2018,Graetest pub in Saloniki,"A cool spot in the heart of Saloniki will give you a good way to spend an evening. Fantastic music, best atmosphere and drinks make it a perfect place. Don't miss it",5.0
The Pub,Thownagh,"November 9, 2017",November 2017,Good Bar,"This is a good place very clean and friendly staff, good prices, service and great location. There was a DJ there on the night good rock music",4.0
The Pub,Ioannis P,"April 1, 2017",April 2017,All the way rock !!!,If you visit ladadika area in Thessaloniki and you are into rock music this is the place to be. Huge arsenal of beers and a very cozy staff!!!,5.0
The Pub,nenadc2016,"December 21, 2016",December 2016,Nice pub,"Let us start from beginning, it is not pub as many would think. But from the other side is not so different. Music is some king of funki techno, prices are ok for place where you are. The interior is very good and cosy. There are several types of beer and Vines. All in all a nice place to visit te chill from a long day on ski's.",5.0
The Pub,"manospl
Mytilene, Greece","October 25, 2016",October 2016,The best pub in town,"You cannot ask for more than this great pub in Thessaloniki.
The perfect place to hang out and have a beer. They offer a lot of beer choices, and the staff is friendly, always happy to help and chat.
Amazing atmosphere, good music and a lot of beers. What else can you ask for?

PS The serve freshly cooked popcorn with the beer!",5.0
The Pub,EmilyDordt,"September 24, 2016",September 2016,Great for drinks with friends!,"We went here for some beers with friends. They offer a lot of beer choices, so there's always something to your taste. With every round you'll get some snacks, mostly popcorn. The music is great, the service is great, really nice people!",4.0
The Pub,HugeHeadedFreak,"December 17, 2015",December 2015,"Friendly service, good music and great beers!",Had a few beers in here late on a Thursday evening. The bar man was very friendly and happily chatted away to my wife and I. There was a good vibe about the place and they had some great Belgian and German beers on tap.,5.0
The Pub,Sakis P,"September 15, 2015",August 2015,great pub in thessaloniki,friendly atmosphere and prices rock music and special nights like halloween and st.patrick's day....,5.0
The Pub,"anemma
Valletta, Malta","July 29, 2015",July 2015,The name says it all!,"""The Pub"" has the package. It's located at the heart of the city and has great selection of beers from all over the world. The prices are more than decent and their snacks rock. It goes without saying that the music is amazing and the staff is super helpful.",5.0
The Pub,"punkgoesaround
Copenhagen, Denmark","July 28, 2015",July 2015,Pretty cool pub!,The Pub is situated in the Ladadika area in Thessaloniki where you can find a lot of Bars and Restaurants! What's special with The Pub is that every time I've been there the prices were pretty normal (typical prices for almost every bar in Thessaloniki) and it was playing really nice music! The atmosphere is nice and the staff is helpfull and kind as well! The fact that you can refill your popcorn as many times as you want is a big plus!,4.0
The Pub,nomadfromherts,"March 4, 2015",March 2015,5 Nations in Thessaloniki,Need your fix of rugby or football in Thessaloniki - here it is. Irish pub that is popular with the locals.,4.0
The Pub,"costaspal
Athens, Greece","December 14, 2014",December 2014,I love Irish pubs !,"What one would expect from an Irish like pub.
Nice wood-n-stone surrounding, clean drinks and happy people. Good rock music - TV showing football but not covering the music ! Personally, I couldn't care less for the TV/football but it's something one expects at places like this.
I suggest to get there a little early - we went for an evening cup(s) - it enjoyed it even better.
Nice !",5.0
The Pub,fotsam,"November 29, 2014",November 2014,Great pub.,"Large variety of beers,irish style,excellent and friendly staff and rock music..Crowded at weekends ..Near the city center (ladadika)..",4.0
The Pub,Paul m,"October 6, 2014",October 2014,Rock on,Rock band was blasting on the street outside.A pint was only 2.50 E on the night normally I think it's 3E .The staff were all nice .Smoking allowed inside.Did not have food but it looked kind of basic.Check the place out.,4.0
The Pub,paraliabeach_Greece,"April 17, 2014",August 2013,rock hits here,the rock heart of the city..nice and Cheap drinks and beers.and a good classic good rock music..it is Near the center of the town in ladadika district and it is close to everything .next to other pubs and cafes and great taverns and restaurants.,5.0
The Pub,akis b,"April 3, 2014",,The Pub,An irish style pub with 9 drafr beers incl. Mythos greek beer.low prices and rock music.friendly service and special nights. Like st.pats day and arthur guinness day,5.0
The Pub,"ge0rge_m_76
Thessaloniki, Greece","November 10, 2013",November 2013,"Cool place, the friendliest stuff, best music and happenings.","The right place to be at downtown Ladadika.
The warmest stuff, everybody is treated as a friend and not as a customer.
Easy going on weekdays with nice rock/blues music, but really ""loud"" on weekends with incredible music selections.
Amazing happenings and parties (St. Patrick's Day, Halloween, Street Beer Festival etc.)
Fine selection of draft beers in the best prices and pure drinks.
You won't regret it.",5.0
The Pub,"nenadc2016
Belgrade, Serbia","December 21, 2016",December 2016,Nice pub,"Let us start from beginning, it is not pub as many would think. But from the other side is not so different. Music is some king of funki techno, prices are ok for place where you are. The interior is very good and cosy. There are several types of beer and Vines. All in all a nice place to visit te chill from a long day on ski's.",5.0
The Pub,"manospl
Mytilene, Greece","October 25, 2016",October 2016,The best pub in town,"You cannot ask for more than this great pub in Thessaloniki.
The perfect place to hang out and have a beer. They offer a lot of beer choices, and the staff is friendly, always happy to help and chat.
Amazing atmosphere, good music and a lot of beers. What else can you ask for?

PS The serve freshly cooked popcorn with the beer!",5.0
The Pub,EmilyDordt,"September 24, 2016",September 2016,Great for drinks with friends!,"We went here for some beers with friends. They offer a lot of beer choices, so there's always something to your taste. With every round you'll get some snacks, mostly popcorn. The music is great, the service is great, really nice people!",4.0
The Pub,HugeHeadedFreak,"December 17, 2015",December 2015,"Friendly service, good music and great beers!",Had a few beers in here late on a Thursday evening. The bar man was very friendly and happily chatted away to my wife and I. There was a good vibe about the place and they had some great Belgian and German beers on tap.,5.0
The Pub,Sakis P,"September 15, 2015",August 2015,great pub in thessaloniki,friendly atmosphere and prices rock music and special nights like halloween and st.patrick's day....,5.0
The Pub,"anemma
Valletta, Malta","July 29, 2015",July 2015,The name says it all!,"""The Pub"" has the package. It's located at the heart of the city and has great selection of beers from all over the world. The prices are more than decent and their snacks rock. It goes without saying that the music is amazing and the staff is super helpful.",5.0
The Pub,"punkgoesaround
Copenhagen, Denmark","July 28, 2015",July 2015,Pretty cool pub!,The Pub is situated in the Ladadika area in Thessaloniki where you can find a lot of Bars and Restaurants! What's special with The Pub is that every time I've been there the prices were pretty normal (typical prices for almost every bar in Thessaloniki) and it was playing really nice music! The atmosphere is nice and the staff is helpfull and kind as well! The fact that you can refill your popcorn as many times as you want is a big plus!,4.0
The Pub,nomadfromherts,"March 4, 2015",March 2015,5 Nations in Thessaloniki,Need your fix of rugby or football in Thessaloniki - here it is. Irish pub that is popular with the locals.,4.0
The Pub,"costaspal
Athens, Greece","December 14, 2014",December 2014,I love Irish pubs !,"What one would expect from an Irish like pub.
Nice wood-n-stone surrounding, clean drinks and happy people. Good rock music - TV showing football but not covering the music ! Personally, I couldn't care less for the TV/football but it's something one expects at places like this.
I suggest to get there a little early - we went for an evening cup(s) - it enjoyed it even better.
Nice !",5.0
The Pub,fotsam,"November 29, 2014",November 2014,Great pub.,"Large variety of beers,irish style,excellent and friendly staff and rock music..Crowded at weekends ..Near the city center (ladadika)..",4.0
The Pub,Paul m,"October 6, 2014",October 2014,Rock on,Rock band was blasting on the street outside.A pint was only 2.50 E on the night normally I think it's 3E .The staff were all nice .Smoking allowed inside.Did not have food but it looked kind of basic.Check the place out.,4.0
The Pub,paraliabeach_Greece,"April 17, 2014",August 2013,rock hits here,the rock heart of the city..nice and Cheap drinks and beers.and a good classic good rock music..it is Near the center of the town in ladadika district and it is close to everything .next to other pubs and cafes and great taverns and restaurants.,5.0
The Pub,akis b,"April 3, 2014",,The Pub,An irish style pub with 9 drafr beers incl. Mythos greek beer.low prices and rock music.friendly service and special nights. Like st.pats day and arthur guinness day,5.0
The Pub,"ge0rge_m_76
Thessaloniki, Greece","November 10, 2013",November 2013,"Cool place, the friendliest stuff, best music and happenings.","The right place to be at downtown Ladadika.
The warmest stuff, everybody is treated as a friend and not as a customer.
Easy going on weekdays with nice rock/blues music, but really ""loud"" on weekends with incredible music selections.
Amazing happenings and parties (St. Patrick's Day, Halloween, Street Beer Festival etc.)
Fine selection of draft beers in the best prices and pure drinks.
You won't regret it.",5.0
Brusco Meze Bar,Escape93738,"December 18, 2022",July 2022,In love with their plevrotus mushrooms!,"One of my favourite places to eat or drink, in summer or winter time. I love their choice of music. Very friendly service! My children learned to appreciate liver and mushrooms in this restaurant! There is a choice of dishes with an international ethnic touch, but also with Greek traditional products",4.0
Brusco Meze Bar,U3364FZannag,"October 12, 2022",October 2022,Excellent wine!,"Very nice ambience in a lovely neighborhood. Food was good ,especially the grilled sausage but the wine was amazing! Definitely worth trying,if you are in the area!",5.0
Brusco Meze Bar,BaraniK007,"August 2, 2022",June 2022,Fantastic evening,"We went to this restaurant through local advice. Friendly service, excellent food. We sat outside, as the weather was good it was lovely. Good choice of food and whatever we ordered was fantastic. Definitely will go again if we go to Thessalonikki.",5.0
Brusco Meze Bar,elenik1631,"May 26, 2022",May 2022,Tasty experience,Amazing cuisine with very good prices. Every dish we had were delicious. Try to taste as much as you can. I will definitely go again when I will be back to Thessaloniki.,5.0
Brusco Meze Bar,"Juan P
Greater London, United Kingdom","January 7, 2022",January 2022,This place is a must if you are in Thessaloniki,"Since the very first second we were warmly welcomed by Petros and his guys. The food is amongst the best I have tried in Thessaloniki, specially the skewed meatballs, the tabbuleh and the fried rice with vegetables. This place is a must if you are in Thessaloniki and you want to eat proper food with an excellent service",5.0
Brusco Meze Bar,janepU5053XL,"October 4, 2021",October 2021,"This cafe, near the city walls, is absolutely excellent.","Grilled mackerel is juicy and so tasty! The Greek salad was so good, and the wine (house red) was so good! The service is probably the most attentive we have had in Greece.",5.0
Brusco Meze Bar,"NickMott
Dublin, Ireland","September 19, 2021",September 2021,Gorgeous Food Friendly Vibe,"Stumbled upon this restaurant after the place we’d been recommended couldn’t accommodate 6 people here it was no problem. Lovely background music and friendly staff place was buzzing so had to sit inside. Had lovely salads including there own Brusco salad and green salad also had sausages, mackerel a giant pork steak and falafel. Lovely relaxed evening and gorgeous food would thoroughly recommend it, draft white wine was good and a nice selection of bottled beers.",5.0
Brusco Meze Bar,"simonestanziano
London, United Kingdom","September 3, 2021",September 2021,Made in Greek!,"Feeling the passion in the food......
When the art of cooking is made from a great chef you can try a magnificent balance of the flavor of the food!
The price is too low for this experience.
We've ordered:
- goat cheese
- ladotiri cheese
- falafel
- zucchini balls
- skewered meatballs
- 500ml Savignon blanc wine
TOTAL 35.50€!!!

HIGHLY RECOMMENDED!",5.0
Brusco Meze Bar,Kati H,"August 5, 2021",August 2021,Very Tasty Meal!,"We had an absolutely terrific meal of small plates last night, including two delicious salads, a roasted cheese dish with fig, cubed pork and several others. The service was lovely, the portions generous and everything was quite tasty. Prices were very reasonable.",5.0
Brusco Meze Bar,"Caroline I
Caesarea, Israel","October 8, 2020",October 2020,Lovely Meze Bar near the city walls,"We had a very nice dinner here next to the tree-lined path that abuts the old city walls. The food was very good and the wait staff extremely kind and helpful. We liked absolutely everything we ordered and that says a lot because we ordered far too much! Very good spot in Ano Poli. Quiet, romantic, delicious.",4.0
Brusco Meze Bar,"anjacat23
Thessaloniki, Greece","October 26, 2019",October 2019,My favorite !,"This has become my top one place to eat. Good atmosphere (we had a table outside as the weather was still nice but the interior seems great as well) polite waiters, the best semi-sweet red wine I have ever had, fresh and tasteful bread. We loved the dessert at the end as well. It would be perfect if the prices were a bit lower.",5.0
Brusco Meze Bar,tijmendv,"August 7, 2019",June 2019,Amazing place to eat meze,"While being in Thessaloniki, I went to this place twice. The first time with 8 friends and the second time with 30 friends (studytrip). The food was delicious and the waiters were very friendly! The atmosphere is good as well, in the northern part of Thessaloniki. All for a very good price. I recommend all to go here.",5.0
Brusco Meze Bar,Joanna S,"July 15, 2019",July 2019,Enjoyable eating for everyone,"Friendly staff, good location and best Greek salad I’ve had in 5 days Of Greek salads across Greece. A little more than we have paid in similar restaurants, but worth it. The only bone contention was which cheese was the best one.",5.0
Brusco Meze Bar,"Pamepame1
Thessaloniki, Greece","May 24, 2019",May 2019,Horrible,"The service was very slow though there were only 5 tables occupied and most had already eaten. The food was tasteless - nearly revolting - and overpriced. For example the skewered meatballs looked and tasted like cheap fast food. Most of the dishes we left after some bites. For a 0.33 liter beer you pay 4.50 €. We were very disappointed. We paid 42 € for 2 persons and had the impression to have had nothing.
Perhaps they have now another cook.",1.0
Brusco Meze Bar,Andreas V,"April 23, 2019",April 2019,Excellent dishes in an historic area of town,"Located in an historic and monument rich area of old town of Thessaloniki, offers a wide variety of dishes.",5.0
Brusco Meze Bar,Thomas M,"April 11, 2019",March 2019,Well worth a detour,"Exhausted from climbing the hill and walking the battlements, we stumbled upon this restaurant. Friendly staff with an English menu and wonderful food nicely prepared. This was probably our best dinner in Thessaloniki. There is a non-smoking section. I recommend following the waiter's suggestions: we did.",5.0
Brusco Meze Bar,jodo669,"March 20, 2019",March 2019,Good food and service,"Relaxed, has a non-smoking section and nice tables on the pavement or by large windows. Try the grilled mushrooms!",5.0
Brusco Meze Bar,"Kostaslon
London, United Kingdom","March 18, 2019",March 2019,Nice place,Nice place with good atmosphere and quick service in front of the castle wall. The food was not bad and the drinks were clean. I think it was just a bit overpriced for what we ordered . Anyway its a good choice if you are in the area.,4.0
Brusco Meze Bar,sereifej,"November 3, 2018",November 2018,Excellent atmosphere and great food.,"We were warmly welcomed by Constantinos. Gave great advice on what to order and made you feel at home! I even had two plates of the beef stew recommended by him! Everything was great, highly recommended!!! Stavros",5.0
Brusco Meze Bar,HilaryB416,"October 13, 2018",August 2018,Good for veggies - and everyone else,"We turned up quite late and unexpectedly, a group of adults and children, meat eaters and vegetarians, and we all enjoyed excellent meals, fresh, nutritious and very tasty.
The waiter was at pains to explain both the ingredients of each dish and, importantly, whether it was enough for one or for two. (His judgements were correct.)
The setting is great - by the old city walls - and there is space opposite for children to run around (and there's a small play park is just up the road).
If you get a chance, do go!",5.0
Brusco Meze Bar,Hayrick,"September 29, 2018",September 2018,Great find,"If you are in Ana Poli near the castle walls, head hear. Nothing spectacular but stylish, friendly and good mezzos a notch or 2 above the ordinary.",4.0
Brusco Meze Bar,giorgosg71,"September 28, 2018",September 2018,Value for money,Nice cheap modern greek cuisine. Not something exceptional but everything is above average and the prices are good. Definitely recommended,5.0
Brusco Meze Bar,"Fi_London2
London, United Kingdom","July 25, 2018",July 2018,Nice place with good sharing food,"I stopped mid afternoon, hot from walking up to Anopoli. The staff were friendly and the outside seating area really nice, looking out at the old city walls. I came on my own but I think it is best if you are not alone as the dishes work well for sharing and then you can try several things which will make for a nicer meal. The name of the restaurant probably gives this away.",5.0
Brusco Meze Bar,"Aja P
London, United Kingdom","July 17, 2018",July 2018,Relaxing joy,Tired of going up the hill in the summer heat we ended up in this lovely bar with spacious beer garden. The atmosphere is calm as well as the surrounding. No one in the hurry. We got some refreshing beers and so tasteful raki with a hint of honey. Lovely staff.,5.0
Brusco Meze Bar,Ioanna C,"June 9, 2018",June 2018,AVOID THE PLACE FOR BUSINESS LUNCH/DINNER,"This is not a good choice for a business lunch or dinner: totally unprofessional attitude, and huge problem with providing a proper invoice / payment procedure",2.0
Brusco Meze Bar,"Astlina
Almere, The Netherlands","June 2, 2018",May 2018,Great mezé and super friendly service,"By coincidence we came accross this place and had lunch and came back for dinner the next day. Nicely situated near the castle wall, quiet. They have a large choice of nice small dishes and we would have come back again if they would not have closed the weekend to get some painting work done. We were offered a free glass of limoncello for desert too, they made us feel really welcome. Good value for money!",4.0
Brusco Meze Bar,Kiriaki S,"January 3, 2018",November 2017,Nice place to go,"Very convenient location, the food is very tasty, and especially the french fries are bursting in flavour! The staff are very polite and are very helpful! And it's a place you have to visit.",4.0
